HongKongSAR	0.14	7.27	401.65	55274.50	0.014325792	0.005546963	0.00721237	0.288384211	0.230545455	0.23320875	0.016428798	0.039357855	0.017211819
TaiwanProvinceofChina	0.20	23.43	1081.48	46150.59	0.01144896	0.004819584	0.002417806	0.265294737	0.236896364	0.2215275	0.046532931	0.035515014	0.020141136
Vietnam	0.28	90.73	513.25	5657.02	0.018572466	0.011988405	0.010662914	0.171826842	0.338222727	0.28366	0.037064637	0.040077146	0.045586902
Cambodia	0.25	15.31	50.26	3282.02	0.0329	0.01751383	0.015634762	0.113541538	0.197354545	0.221335	0.0226939	0.056026198	0.039433636
Thailand	0.17	68.66	1068.42	15561.82	0.015448799	0.008085816	0.003944194	0.326844211	0.245102727	0.2472125	0.027262264	0.034452411	0.023416563
Malaysia	0.21	30.71	770.45	25089.18	0.026757332	0.02103812	0.016658275	0.369662105	0.235712727	0.24961	0.013076464	0.031534593	0.03394273
Indonesia	0.18	252.17	2688.81	10662.92	0.017508786	0.013767646	0.014060453	0.359231053	0.267432727	0.3384025	0.009150775	0.041616574	0.040257518
Philippines	0.10	100.15	694.93	6938.98	0.025518993	0.017312021	0.018389751	0.270978947	0.201186364	0.21288375	-0.032140091	0.038502629	0.047342935
Singapore	0.25	5.47	458.35	83798.43	0.027401515	0.021979824	0.014843098	0.381643158	0.260776364	0.28484875	0.018413169	0.047190732	0.026450431
Australia	0.08	23.61	1101.56	46648.16	0.013089484	0.014291026	0.015678902	0.260011579	0.266171818	0.26170875	-0.003623438	0.016601595	0.005436068
NewZealand	0.07	4.56	161.31	35416.73	0.011333152	0.0112837	0.014061888	0.227591579	0.233325455	0.2206375	-0.008091566	0.016307035	0.006513901
Brazil	0.06	202.78	3291.54	16232.33	0.019754826	0.012611368	0.00886045	0.192157368	0.184507273	0.19483375	-0.023331137	0.032587314	-0.002857348
Argentina	0.05	42.67	854.47	20025.40	0.014168356	0.009918505	0.011797508	0.164085789	0.163914545	0.1754325	-0.026697485	0.039442192	-0.001221055
Chile	0.12	17.82	410.29	23025.21	0.016482164	0.010794349	0.010741603	0.238466111	0.217862727	0.238805	0.00726703	0.039374355	0.014132059
Colombia	0.09	47.66	640.12	13430.45	0.0179726	0.012580198	0.011511514	0.215688421	0.192562727	0.24407625	-0.009430509	0.032478672	0.023915089
Venezuela	0.03	30.21	542.20	17949.87	0.024534208	0.017871694	0.014074576	0.203155263	0.244794545	0.2478325	-0.035137875	0.021859196	-0.018875823
Peru	0.08	30.81	373.52	12123.66	0.019313747	0.015975986	0.011259651	0.212724211	0.193830909	0.24250625	-0.036363981	0.05742722	0.029331558
Paraguay	0.09	6.66	58.68	8814.72	0.026831809	0.017904787	0.015085185	0.230964737	0.16177	0.1699775	-0.021299789	0.012838687	0.041790267
Uruguay	0.06	3.40	71.42	20980.52	0.006660016	0.00179539	0.004193411	0.157448421	0.171932727	0.20347625	-0.000851744	0.011098965	0.034088535
Ecuador	0.08	16.03	181.74	11339.30	0.023358923	0.01757258	0.016329354	0.178212105	0.219909091	0.27111	-0.021301702	0.024831605	0.004528332
DominicanRepublic	0.13	9.88	138.69	14032.67	0.020555855	0.012837748	0.010183892	0.199443158	0.256743636	0.2400125	-0.000238499	0.030165697	0.043529476
Bolivia	0.08	10.56	70.37	6662.72	0.024834242	0.017931941	0.015892354	0.159246667	0.154147273	0.19475375	-0.022888539	0.018036367	0.034650005
SouthAfrica	0.06	54.06	709.21	13119.24	0.022729334	0.01285097	0.0150587	0.216077895	0.185759091	0.1997475	-0.031769494	0.032381876	-0.003323003
Kenya	0.10	43.00	133.20	3097.70	0.032250554	0.027845103	0.027201493	0.218545789	0.182598182	0.1950325	-0.022386357	0.011722097	0.034350807
Tanzania	0.15	46.74	128.33	2745.26	0.029118307	0.026904603	0.022810398	0.270187368	0.206633636	0.28652625	-0.021065578	0.045094736	0.040509213
Nigeria	0.13	173.94	1054.31	6061.42	0.0278	0.027520277	0.027500474	0.127071111	0.170103636	0.1500275	-0.034547313	0.050432125	0.017381106
Ethiopia	0.19	88.35	145.41	1645.87	0.031691545	0.028075934	0.016000524	0.153936316	0.217129091	0.35401125	-0.034744603	0.072521703	0.073659989
Sudan	0.09	37.29	159.30	4271.94	0.026287065	0.025040071	0.005227136	0.099793158	0.193841818	0.16224125	0.002712426	0.017486473	-0.020307258
Angola	0.13	25.79	177.52	6883.72	0.033557209	0.029999905	0.029997408	0.432239474	0.333426364	0.27850125	-0.068928717	0.137242461	-0.004478037
RepublicofCongo	0.10	4.27	28.40	6643.37	0.030291923	0.025011397	0.024992292	0.276512105	0.249261818	0.34638375	-0.016394937	0.017624488	0.000634105
DemocraticRepublicoftheCongo	0.04	79.30	58.01	731.51	0.031184465	0.029087696	0.029998998	0.341736	0.104845455	0.15207875	-0.092744829	0.011471281	0.067663078
Cameroon	0.08	22.54	68.02	3017.32	0.028789614	0.02800028	0.024995271	0.117014211	0.207130909	0.2785725	-0.016780279	-0.000319487	0.012593304
